LAT,LON,ALL_ROUTES,STP_DESCR
37.76143396,-122.2048872,56,SEMINARY AV:DIV 4 GATE (NEAR SAN LEANDRO ST)
37.76136596,-122.2047872,56 356,SEMINARY AV:DIV 4 GATE (NEAR SAN LEANDRO ST)
37.76495596,-122.1996822,56 650,SEMINARY AV:E 14TH ST
37.76530396,-122.1993742,56 650,SEMINARY AV:E 14TH ST
37.76643696,-122.1975822,56 650,SEMINARY AV:E 17TH ST
37.76673096,-122.1973452,56 650,SEMINARY AV:E 17TH ST
37.77141296,-122.1904912,56 650,SEMINARY AV:FOOTHILL BLVD
37.76809996,-122.1952162,56 650,SEMINARY AV:HARMON AV
37.76818696,-122.1952792,56 650,SEMINARY AV:HARMON AV
37.77986196,-122.1769462,56 650,SEMINARY AV:HILLMONT DR
37.76943296,-122.1933212,56 650,SEMINARY AV:HILTON ST
37.77794196,-122.1819002,56 650,SEMINARY AV:LAIRD AV
37.77667796,-122.1835252,56 650,SEMINARY AV:MACARTHUR BLVD
37.77673496,-122.1838702,56 650,SEMINARY AV:MACARTHUR BLVD
37.77981296,-122.1784962,56 650,SEMINARY AV:OAKDALE AV
37.77954996,-122.1807732,56 650,SEMINARY AV:OUTLOOK AV
37.77944196,-122.1806702,56 650,SEMINARY AV:OUTLOOK AV
37.77390696,-122.1872122,56 650,SEMINARY AV:ROBERTS AV
37.77371796,-122.1872732,56 650,SEMINARY AV:ROBERTS AV
37.76955396,-122.1933292,56 650,SEMINARY AV:SEMINARY CT
37.76299396,-122.2026602,56,SEMINARY AV:TEVIS ST
37.76272196,-122.2028742,56 356,SEMINARY AV:TEVIS ST
37.77178496,-122.1901532,56 650,SEMINARY AV:WALNUT ST (FOOTHILL BLVD)
37.76065996,-122.1474662,649 652,SEQUOYAH RD:FAIRWAY AV (NEAR MOUNTAIN BLVD)
37.76612397,-122.1370552,649 652,SEQUOYAH RD:HEAFEY RD
37.77015497,-122.1349332,649 652,SEQUOYAH RD:KELLER AV
37.76777497,-122.1350792,649 652,SEQUOYAH RD:MENDENHALL RD
37.76777097,-122.1349622,649 652,SEQUOYAH RD:MENDENHALL RD
37.76070996,-122.1475562,649 652,SEQUOYAH RD:MOUNTAIN BLVD
37.76288396,-122.1414702,649 652,SEQUOYAH RD:OAK HILL RD
37.76283296,-122.1412262,649 652,SEQUOYAH RD:OAK HILL RD
37.76632397,-122.1371512,649 652,SEQUOYAH RD:SAGE RD
37.76166396,-122.1441262,649 652,SEQUOYAH RD:TURNLEY AV
37.76154996,-122.1441272,649 652,SEQUOYAH RD:TURNLEY AV
37.83388196,-122.2637232,43,SHATTUCK AV:46TH ST
37.83428796,-122.2636582,43,SHATTUCK AV:47TH ST
37.83691996,-122.2639952,43,SHATTUCK AV:51ST ST
37.83697496,-122.2641592,43,SHATTUCK AV:51ST ST
37.84061296,-122.2646302,43,SHATTUCK AV:55TH ST
37.84029796,-122.2644402,43,SHATTUCK AV:55TH ST
37.84463996,-122.2651692,43,SHATTUCK AV:59TH ST
37.84439796,-122.2649912,43,SHATTUCK AV:59TH ST
37.84672196,-122.2654472,43,SHATTUCK AV:61ST ST
37.84695896,-122.2653382,43,SHATTUCK AV:61ST ST
37.84187996,-122.2646622,43,SHATTUCK AV:AILEEN ST
37.84215996,-122.2648392,43,SHATTUCK AV:AILEEN ST
37.84936996,-122.2656602,43,SHATTUCK AV:ALCATRAZ AV
37.84965596,-122.2658332,43,SHATTUCK AV:ALCATRAZ AV
37.75185896,-122.1245932,98 649,SHETLAND AV:GOLF LINKS RD
37.79268997,-122.1578522,646 649 650 652,SKYLINE BLVD:#12669
37.78987497,-122.1513012,646 649 650 652,SKYLINE BLVD:#13085
37.78705897,-122.1490802,646 649 650 652,SKYLINE BLVD:#13200
37.78519197,-122.1436452,646 649 650 652,SKYLINE BLVD:#13499
37.78543397,-122.1436712,646 649 650 652,SKYLINE BLVD:#13500
37.82482697,-122.1873392,360 665,SKYLINE BLVD:ASCOT DR
37.79535397,-122.1608532,646 649 650 652,SKYLINE BLVD:BACON RD
37.79785297,-122.1643442,654 649 646 650,SKYLINE BLVD:BALMORAL DR
37.79803297,-122.1641552,646 649 650 652 654,SKYLINE BLVD:BALMORAL DR
37.79105097,-122.1516722,646 649 650 652,SKYLINE BLVD:BRANDY ROCK WY
37.85111797,-122.2122262,360 642,SKYLINE BLVD:BROADWAY TER
37.79451797,-122.1583772,646 649 650 652,SKYLINE BLVD:BROOKPARK RD
37.82618297,-122.1877982,360 665,SKYLINE BLVD:BURTON DR
37.82712297,-122.1891322,360 665,SKYLINE BLVD:CARISBROOK LN
37.81998697,-122.1882192,360 665,SKYLINE BLVD:CASTLE DR
37.79450697,-122.1587812,646 649 650 652,SKYLINE BLVD:CHAPPELL PL (OPP. BROOKPARK RD)
37.80315997,-122.1770842,650 655 649 646 604 665 662 643,SKYLINE BLVD:CRESTMONT DR
37.80304997,-122.1773632,655 649 646 650 604 662 665 643,SKYLINE BLVD:CRESTMONT DR
37.78665697,-122.1489592,646 649 650 652,SKYLINE BLVD:GRAHAM PL
37.80121897,-122.1751002,655 649 646 650 604 662 665 643,SKYLINE BLVD:KIMBERLIN HEIGHTS DR
37.78606997,-122.1467632,646 649 650 652,SKYLINE BLVD:LEXFORD PL
37.78947597,-122.1499752,646 649 650 652,SKYLINE BLVD:PARKRIDGE DR
37.79967797,-122.1718682,650 655 649 646 604 658 665 662 643,SKYLINE BLVD:REDWOOD RD
37.79869097,-122.1701382,654 638 648 649 646 650 658 662 665 643,SKYLINE BLVD:REDWOOD RD
37.79957597,-122.1721942,655 649 646 650 604 662 665 643,SKYLINE BLVD:RISHELL RD
37.78347197,-122.1418612,646 649 650 652,SKYLINE BLVD:SKYWAY LN
37.80142997,-122.1749372,650 655 649 646 604 665 662 643,SKYLINE BLVD:STANTONVILLE DR
37.82250197,-122.1872172,360 665,SKYLINE BLVD:TOTTERDELL ST
37.79860497,-122.1619432,646 649 652 654 638 648 650 658 662 665 643,SKYLINE HIGH SCHOOL
37.82559796,-122.2070722,305 642,SNAKE RD:#5743
37.82628196,-122.2067982,642 305,SNAKE RD:#5798
37.82740296,-122.2075382,305 642,SNAKE RD:#5843
37.83267897,-122.2074372,642 305,SNAKE RD:COLTON BLVD
37.83266397,-122.2075402,642 305,SNAKE RD:COLTON BLVD
37.83109397,-122.2081182,642 305,SNAKE RD:DRAKE DR
37.83099697,-122.2082782,305 642,SNAKE RD:DRAKE DR
37.82975197,-122.2081222,305 642,SNAKE RD:GASPAR DR
37.83018497,-122.2079412,642 305,SNAKE RD:GASPAR DR
37.82803596,-122.2069012,642 305,SNAKE RD:MAGELLAN DR
37.82792696,-122.2071892,305 642,SNAKE RD:MAGELLAN DR
37.82445996,-122.2087402,642 305,SNAKE RD:MOUNTAIN BLVD
37.82449396,-122.2089502,305 642,SNAKE RD:MOUNTAIN BLVD
37.82442596,-122.2064232,642 305,SNAKE RD:SHEPHERD CANYON RD
37.82454896,-122.2065622,305 642,SNAKE RD:SHEPHERD CANYON RD
37.82908797,-122.2064702,642 305,SNAKE RD:ZINN DR
37.82909597,-122.2065552,305 642,SNAKE RD:ZINN DR
37.75419196,-122.1968942,46 646,SNELL ST:COLISEUM BART STATION
37.75404096,-122.1967352,50 612 657 805,SNELL ST:COLISEUM BART STATION
37.75376196,-122.1964432,56,SNELL ST:COLISEUM BART STATION
37.75362796,-122.1962962,56,SNELL ST:COLISEUM BART STATION
37.75339296,-122.1960492,45 613,SNELL ST:COLISEUM BART STATION
37.75582296,-122.1926952,50 612 657 805,SPENCER ST:73RD AV
37.84599396,-122.2732692,F,STANFORD AV:KING ST
37.84594696,-122.2729062,F,STANFORD AV:KING ST
37.81797896,-122.2648992,59 59A,SUMMIT ST:29TH ST
37.81794296,-122.2649932,59 59A,SUMMIT ST:29TH ST
37.81930296,-122.2647492,59 59A,SUMMIT ST:30TH ST
37.81945696,-122.2644792,59 59A,SUMMIT ST:30TH ST
37.82077696,-122.2641192,59 59A,SUMMIT ST:HAWTHORNE AV
37.82075996,-122.2642392,59 59A,SUMMIT ST:HAWTHORNE AV
37.77403196,-122.1680772,56 650,SUNKIST DR:EDWARDS AV
37.80623396,-122.2704752,43 40 40L,TELEGRAPH AV:16TH ST (LATHAM SQUARE)
37.80744796,-122.2702162,43 40 40L,TELEGRAPH AV:18TH ST
37.80740996,-122.2700292,43 40 40L,TELEGRAPH AV:18TH ST
37.80869196,-122.2699422,43 40 40L,TELEGRAPH AV:19TH ST
37.80980396,-122.2696712,43 40 40L,TELEGRAPH AV:20TH ST
37.81329696,-122.2687722,43 800 40 40L,TELEGRAPH AV:24TH ST
37.81643296,-122.2679812,43 800 40 40L,TELEGRAPH AV:27TH ST
37.81589596,-122.2678842,43 800 40 40L,TELEGRAPH AV:27TH ST
37.81802796,-122.2673452,43 800 40 40L,TELEGRAPH AV:29TH ST
37.81921696,-122.2672562,43 800 40 40L,TELEGRAPH AV:30TH ST
37.82020896,-122.2667692,43 800 40 40L,TELEGRAPH AV:31ST ST
37.82106696,-122.2667622,43 800 40 40L,TELEGRAPH AV:32ND ST
37.82222496,-122.2662182,43 800 40 40L,TELEGRAPH AV:34TH ST
37.82266296,-122.2663472,43 800 40 40L,TELEGRAPH AV:34TH ST
37.82433696,-122.2656532,43 800 40 40L,TELEGRAPH AV:36TH ST
37.82462296,-122.2658092,43 800 40 40L,TELEGRAPH AV:36TH ST
37.82685896,-122.2649712,43 800 40 40L,TELEGRAPH AV:38TH ST
37.82949796,-122.2644912,43 800 40 40L,TELEGRAPH AV:40TH ST
37.82944696,-122.2642772,43 800 40 40L,TELEGRAPH AV:40TH ST
37.83179496,-122.2636462,43 800 40 40L,TELEGRAPH AV:43RD ST
37.83242196,-122.2637032,43 800 40 40L,TELEGRAPH AV:44TH ST
37.83327996,-122.2635092,800 40 40L,TELEGRAPH AV:45TH ST
37.83351096,-122.2631862,800 40 40L,TELEGRAPH AV:46TH ST
37.83613896,-122.2624802,800 40 40L,TELEGRAPH AV:49TH ST
37.83659096,-122.2625822,800 40 40L,TELEGRAPH AV:50TH ST
37.83825096,-122.2623012,800 40 40L,TELEGRAPH AV:52ND ST
37.84000596,-122.2618342,800 40 40L,TELEGRAPH AV:55TH ST
37.84040496,-122.2620012,800 40 40L,TELEGRAPH AV:55TH ST
37.84355396,-122.2615602,800 40 40L,TELEGRAPH AV:58TH ST
37.84397796,-122.2612812,800 40 40L,TELEGRAPH AV:58TH ST
37.84662796,-122.2611332,800 40 40L,TELEGRAPH AV:60TH ST
37.84783696,-122.2607472,800 40 40L,TELEGRAPH AV:62ND ST
37.84807896,-122.2609332,800 40 40L,TELEGRAPH AV:62ND ST
37.84192996,-122.2617932,800 40 40L,TELEGRAPH AV:AILEEN ST
37.84164896,-122.2615892,800 40 40L,TELEGRAPH AV:AILEEN ST
37.85045796,-122.2605982,800 40 40L,TELEGRAPH AV:ALCATRAZ AV
37.80567496,-122.2707402,43 40 40L,TELEGRAPH AV:BROADWAY
37.83841296,-122.2620492,12 800 40 40L,TELEGRAPH AV:CLAREMONT AV
37.84560196,-122.2610502,800 40 40L,TELEGRAPH AV:MC AULEY ST
37.81215796,-122.2690552,43 800 40 40L,TELEGRAPH AV:W GRAND AV
37.81157096,-122.2689852,43 800 40 40L,TELEGRAPH AV:W GRAND AV
37.82677796,-122.2652262,43 12 800 14 40 40L,TELEGRAPH:MACARTHUR
37.83264796,-122.2146952,CB 360 688 689,THORNHILL DR:MOUNTAIN BLVD
37.83260796,-122.2145862,59A 682 CB 360 605 688 689,THORNHILL DR:MOUNTAIN BLVD
37.80693396,-122.2095082,53,TIFFIN RD:FOREST HILL AV
37.80767196,-122.2095692,53,TIFFIN RD:FRUITVALE AV
37.80859496,-122.2098002,53,TIFFIN RD:HARDING WY
37.80933496,-122.2112972,53,TIFFIN RD:LYMAN RD
37.78721396,-122.1855782,648,TOMPKINS AV:BUELL ST
37.78963696,-122.1859762,648,TOMPKINS AV:CARSON ST
37.78979496,-122.1862262,648,TOMPKINS AV:CARSON ST
37.78474696,-122.1851452,648,TOMPKINS AV:DAISY ST
37.78529596,-122.1853192,648,TOMPKINS AV:DAISY ST
37.78863396,-122.1858722,648,TOMPKINS AV:ENOS AV
37.78853096,-122.1857562,648,TOMPKINS AV:ENOS AV
37.78684596,-122.1854022,648,TOMPKINS AV:WILKIE ST
37.72824396,-122.1790172,45 614 613 645,TOPANGA DR:CAPISTRANO DR (JAMES MADISON MIDDLE SCH
37.77281896,-122.1960322,47,TRASK ST:FOOTHILL BLVD
37.77350096,-122.1967992,47,TRASK ST:KINGSLAND AV
37.77337296,-122.1968282,47,TRASK ST:YGNACIO AV
37.80707596,-122.2368562,B,TRESTLE GLEN RD:BROOKWOOD RD (WEST JCTN)
37.81065096,-122.2427412,B,TRESTLE GLEN RD:LAKE SHORE AV (WESLEY WY)
37.80929396,-122.2408762,B,TRESTLE GLEN RD:STRATFORD RD
37.80721196,-122.2346962,B,TRESTLE GLEN RD:SUNNYHILLS RD
37.81415696,-122.3027792,13,TULAGI ST:14TH ST
37.85255797,-122.2340352,604 E 689,TUNNEL RD:#261
37.85610097,-122.2140482,360 642,TUNNEL RD:SKYLINE BLVD
37.80700496,-122.2895112,19,UNION ST:10TH ST
37.80459196,-122.2902282,19,UNION ST:7TH ST
37.80553196,-122.2898922,19,UNION ST:8TH ST
37.80519296,-122.2901662,19,UNION ST:8TH ST
37.84096397,-122.2153032,360 642,BROADWAY TER:URANUS AV
37.81562196,-122.2837122,NL,W GRAND AV:ADELINE ST
37.81540796,-122.2837912,NL,W GRAND AV:ADELINE ST
37.81689196,-122.2898702,NL,W GRAND AV:MANDELA PKWY
37.81737996,-122.2901982,NL,W GRAND AV:MANDELA PKWY
37.81447796,-122.2782532,NL,W GRAND AV:MARKET ST
37.81429496,-122.2784762,NL,W GRAND AV:MARKET ST
37.82443096,-122.2582862,657 57 658 653,W MACARTHUR BLVD:BROADWAY (KAISER HOSPITAL)
37.82460096,-122.2581302,657 57 653 658,W MACARTHUR BLVD:BROADWAY
37.82159096,-122.2548102,657 57 653 658,W MACARTHUR BLVD:FAIRMOUNT AV
37.81968996,-122.2539372,657 57 658 653,SANTA CLARA AV:HARRISON ST
37.82726296,-122.2688242,12 14,W MACARTHUR BLVD:MARTIN LUTHER KING JR WY
37.82126796,-122.2544112,657 57 658 653,W MACARTHUR BLVD:MOSS AV
37.82331496,-122.2569322,657 57 653 658,W MACARTHUR BLVD:PIEDMONT AV
37.82319496,-122.2563622,657 57 658 653,W MACARTHUR BLVD:PIEDMONT AV
37.81452896,-122.2349402,13,WALA VISTA AV:#702
37.81456296,-122.2328402,13,WALA VISTA AV:ARIMO AV (EAST JCTN)
37.81495396,-122.2377512,13,WALA VISTA AV:LAKE SHORE AV
37.81078496,-122.1970832,682,WARREN FWY OFF RAMP:JOAQUIN MILLER RD
37.79866096,-122.2765692,O W,5TH ST:WASHINGTON ST
37.80469596,-122.2952492,13 19 62,WEST OAKLAND BART STATION
37.80546896,-122.2093762,53,WHITTLE AV:#3998
37.80336796,-122.2129732,53,WHITTLE AV:FOREST HILL AV
37.80673096,-122.2081882,53,WHITTLE AV:TIFFIN RD
37.80402696,-122.2107932,53,WHITTLE AV:WILBUR ST
37.81205996,-122.2988882,13,WOOD ST:12TH ST
37.80930256,-122.2685381,15 802 72M 72 800 NL 72R,20th st:broadway
37.82952822,-122.2685973,15,mlk jr way:40th st
37.82961392,-122.2680312,12 14 57 C 662 658,40th st:mlk jr way
37.81972724,-122.2763601,802 72 72M 72R,san pablo ave:market st
37.82103863,-122.2765274,802 72M 72 72R,san pablo ave:30th st
37.84142522,-122.283101,802 72M 72 72R,san pablo ave:stanford ave
37.81122995,-122.292997,13,14th st:center st
37.81262306,-122.2962865,13,14th st:willow st
37.81315755,-122.2980245,13,wood st:14th st
37.81248004,-122.2963418,13,14th st:willow st
37.81101485,-122.2927268,13,14thst:center st
37.80514959,-122.323153,13,middle harbor rd:shoreline park
37.80981291,-122.2950934,19,peralta st:12th st
37.81321954,-122.2923826,19,peralta st:17th st
37.81824276,-122.2883696,19,peralta st:24th st
37.82101215,-122.2861467,19,peralta st:28th st
37.82308262,-122.2844837,19,peralta st:louise st
37.82357113,-122.2843111,19,peralta st:louise st
37.8210075,-122.286357,19,peralta st:28th st
37.8182595,-122.2888873,19,peralta st:mandella pkwy
37.81732234,-122.2896677,19,mandella pkwy:w grand ave
37.8128678,-122.2928649,19,peralta st:16th st
37.81026148,-122.2949307,19,peralta st:12th st
37.80783808,-122.2808599,88,market st:14th st
37.80978848,-122.28016,88,market st:16th st
37.80956482,-122.280537,88,market st:16th st
37.80790601,-122.2811436,88,market st:14th st
37.79793575,-122.2663974,88 59 59A,madison st:9th st
37.80116496,-122.2731032,19 72M 72,broadway:9th st
37.7230778,-122.2176076,50,maitland dr:roadway
37.72334027,-122.2176393,50,maitland dr:roadway
37.78709823,-122.1946963,NL NX2 657 680 57 805 NC,macarthur blvd:high st
37.7825039,-122.1879477,NL NX3 657 680 638 57 805 NC,macarthur blvd:pierson st.(mills college)
37.7910783,-122.2197776,14 53,fruitvale ave:lynde st
37.79065995,-122.2203376,14,27th st:fruitvale ave
37.80284084,-122.2716834,43 40 40L 840,12th st:broadway
37.80184965,-122.2654067,59 59A,jackson st:13th st
37.75532562,-122.1613355,50 NX3 680 NC,macarthur blvd:90th ave
37.79768427,-122.1694407,604,5500 redwood rd:hebrew day school
37.85047144,-122.2603763,800 40 40L,telegraph ave:alcatraz ave
37.80934506,-122.2694685,43 40 40L,telegragh ave:20th st
37.80113873,-122.2733164,11 51 19 851 72 72M 63 651,broadway:9th st
37.7694277,-122.1725199,638 680 615,macarthur blvd/foothill blvd
37.79382069,-122.251575,82 801,international blvd/8th st
37.79333784,-122.2512176,82 801,international blvd/8th st
37.79590086,-122.2539256,82L 82 801,international blvd:5th st
37.79551482,-122.2536761,82L 82 801,international blvd:5th st
37.80118893,-122.2830109,O W,5th st/market st
37.79950808,-122.2656528,15 43 88 59 59A 82L 82 801 40 40L 840,11th st:madison st
37.77215397,-122.2146625,82L 82 801 47,international blvd/high st
37.76493019,-122.1993755,82L 82 801,international blvd:seminary ave
37.7594964,-122.1874722,82L 82 801,international blvd:73rd ave
37.77254732,-122.2150283,82L 82 801 47,international blvd/high st
37.80212831,-122.2697661,15 43 88 82 801 40 40L 314 840 618,12th st:webster st
37.80173661,-122.2687034,15 43 88 82L 82 801 40 40L 840 618,12th st:harrison st
37.80067536,-122.2686247,15 43 88 82L 82 801 40 40L 840,11th st:harrison st
37.74408034,-122.1704576,82L 82 801 614 613 645,international blvd:98th ave
37.75581008,-122.1797406,82L 82 801,international blvd/82th ave
37.85241878,-122.2333702,604 689,hiller dr:bentley school
37.81292001,-122.2871153,14,18th st:poplar st
37.77642281,-122.2235296,82L 82 801,international blvd:34th ave
37.77688027,-122.2241369,82L 82 801,international blvd:34th ave
37.84481568,-122.2611599,800 40 40L,telegraph ave:59th st
37.84476232,-122.2613839,800 40 40L,telegraph ave:59th st
37.76531818,-122.1997349,82L 82 801,international blvd:seminary ave
37.75322153,-122.1769324,82 801,international blvd:86th ave
37.81398483,-122.2683666,43 800 40 40L,telegraph ave:24th st
37.80095435,-122.2780554,800 62,7th st:jefferson st
37.82717396,-122.2231762,41,BLAIR AV:CALVERT CT
37.81675196,-122.2251692,606,CROCKER AV:FARRAGUT AV
37.81679596,-122.2252732,606,CROCKER AV:FARRAGUT AV
37.81946596,-122.2252712,606 41,CROCKER AV:HAMPTON RD
37.81852796,-122.2251702,606,CROCKER AV:HAMPTON RD
37.82104096,-122.2256572,606 41,CROCKER AV:LINCOLN AV
37.82101296,-122.2257782,606 41,CROCKER AV:LINCOLN AV
37.81828796,-122.2252742,606,CROCKER AV:WOODLAND WY
37.81773096,-122.2128442,41,ESTATES DR:HAMPTON RD
37.82003196,-122.2442582,12,GRAND AV:FAIRVIEW AV
37.82062496,-122.2442842,12,GRAND AV:SUNNYSIDE AV
37.81882496,-122.2250062,41,HAMPTON RD:CROCKER AV
37.81956096,-122.2194482,41,HAMPTON RD:GLEN ALPINE RD
37.81943996,-122.2194762,41,HAMPTON RD:GLEN ALPINE RD
37.81914096,-122.2184822,41,HAMPTON RD:LA SALLE AV
37.81942996,-122.2186522,41,HAMPTON RD:LA SALLE AV
37.81872596,-122.2172622,41,HAMPTON RD:LEXFORD RD
37.81857796,-122.2175672,41,HAMPTON RD:LEXFORD RD
37.81827296,-122.2211912,41,HAMPTON RD:SAINT JAMES DR
37.81828196,-122.2149332,41,HAMPTON RD:SANDRINGHAM RD
37.81818496,-122.2146052,41,HAMPTON RD:SANDRINGHAM RD
37.81764796,-122.2230372,41,HAMPTON RD:SEAVIEW AV
37.81777596,-122.2226052,41,HAMPTON RD:SEAVIEW AV
37.82768196,-122.2337892,C 606,HIGHLAND AV:BLAIR AV
37.82580596,-122.2325522,11 C 606,HIGHLAND AV:CRAIG AV
37.82237796,-122.2295632,606 41,HIGHLAND AV:GUILFORD RD (SOUTH JCTN)
37.82328396,-122.2295592,606 41,HIGHLAND AV:GUILFORD RD (NORTH JCTN)
37.83019596,-122.2350432,C 606,HIGHLAND AV:MORAGA AV
37.83025796,-122.2352282,C 606,HIGHLAND AV:MORAGA AV
37.82635396,-122.2330602,C 606,HIGHLAND AV:OAKLAND AV
37.82784596,-122.2336702,C 606,HIGHLAND AV:PALA AV
37.82887296,-122.2344482,C 606,HIGHLAND AV:PARK WY
37.82864096,-122.2340942,C 606,HIGHLAND AV:PARK WY
37.82262196,-122.2293842,606 41,HIGHLAND AV:SHERIDAN AV
37.82495096,-122.2322942,11 C P 606,HIGHLAND AV:VISTA AV
37.82503496,-122.2319452,11 C P 606 41,HIGHLAND WY:HIGHLAND AV
37.81696696,-122.2139512,41,INVERLEITH TER:ESTATES DR
37.82116096,-122.2254312,41,LINCOLN AV:CROCKER AV
37.82125196,-122.2255212,41,LINCOLN AV:CROCKER AV
37.82169496,-122.2441222,12,LINDA AV:GRAND AV
37.82159096,-122.2440732,12,LINDA AV:GRAND AV
37.82413096,-122.2470172,12,LINDA AV:LAKE AV
37.82403996,-122.2471012,12,LINDA AV:LAKE AV
37.82515896,-122.2478492,12,LINDA AV:ROSE AV
37.83047696,-122.2362452,C,MORAGA AV:BONITA AV
37.83078296,-122.2368382,C,MORAGA AV:ESTRELLA AV
37.83043796,-122.2392002,C,MORAGA AV:MONTICELLO AV
37.82997196,-122.2426342,C,MORAGA AV:RAMONA AV
37.82365696,-122.2231402,41,MOUNTAIN AV:DUDLEY AV
37.82382796,-122.2231752,41,MOUNTAIN AV:DUDLEY AV
37.82640396,-122.2247822,41,MOUNTAIN AV:HAGAR AV
37.82644696,-122.2247172,41,MOUNTAIN AV:HAGAR AV
37.82454096,-122.2307882,606 41,HIGHLAND AV:MOUNTAIN AV
37.82461296,-122.2375442,11 P,OAKLAND AV:EL CERRITO AV
37.82467196,-122.2376182,11 P,OAKLAND AV:EL CERRITO AV
37.82360596,-122.2404402,11 P,OAKLAND AV:FAIRVIEW AV
37.82260196,-122.2438322,11 P,OAKLAND AV:GRAND AV
37.82274396,-122.2437632,11 P,OAKLAND AV:GRAND AV
37.82613896,-122.2331132,11 P,OAKLAND AV:HIGHLAND AV
37.82541296,-122.2354802,11 P,OAKLAND AV:HILLSIDE AV
37.82521396,-122.2357842,11 P,OAKLAND AV:HILLSIDE AV
37.82392196,-122.2398202,11 P,OAKLAND AV:LATHAM ST
37.82168196,-122.2473272,11 P,OAKLAND AV:OLIVE AV
37.82158396,-122.2471412,11 P,OAKLAND AV:OLIVE AV
37.81365896,-122.2138912,15 V 688 689,PARK BLVD:ESTATES DR
37.81250696,-122.2151372,15 V 618 688 689,PARK BLVD:SAINT JAMES DR (LEIMERT BLVD)
37.82215596,-122.2235282,41,SEAVIEW AV:LAKEVIEW AV
37.82179096,-122.2233752,41,SEAVIEW AV:LINCOLN AV
37.82199796,-122.2271322,606 41,SHERIDAN AV:CAPERTON AV
37.82171096,-122.2269002,606 41,SHERIDAN AV:LAKEVIEW AV
37.82217196,-122.2284852,606 41,SHERIDAN AV:SIERRA AV
37.82203496,-122.2282312,606 41,SHERIDAN AV:SIERRA AV
37.90138696,-122.3075112,43 L LC,CENTRAL AV:BELMONT AV
37.90152596,-122.3074992,43 L,CENTRAL AV:BELMONT AV
37.89864396,-122.3191512,43,CENTRAL AV:COSTCO #1
37.89774696,-122.3204432,43,CENTRAL AV:COSTCO #2
37.90107296,-122.3094252,43,CENTRAL AV:PIERCE ST
37.90108496,-122.3100992,43,CENTRAL AV:SAN LUIS ST
37.89696996,-122.3219202,43,ISABEL ST:CENTRAL AV
37.89913196,-122.3247502,43,ISABEL ST:POINT ISABEL REGIONAL SHORELINE
37.90074896,-122.3095802,43 L LC,PIERCE ST:CENTRAL AV
37.90070196,-122.3096792,43 L,PIERCE ST:CENTRAL AV
37.89833996,-122.3091562,43 L,PIERCE ST:PACIFIC EAST MALL
37.89829196,-122.3090232,43 L LC,PIERCE ST:PACIFIC EAST MALL
37.90073496,-122.3176022,43,RYDIN RD:#2700
37.70882796,-122.1544812,55,ALVARADO ST:ALADDIN AV
37.70310096,-122.1506392,55,ALVARADO ST:FREMONT AV
37.70310296,-122.1505052,55,ALVARADO ST:FREMONT AV
37.70598096,-122.1523222,55,ALVARADO ST:TEAGARDEN ST
37.70593696,-122.1525562,55,ALVARADO ST:TEAGARDEN ST
37.69752096,-122.1817482,55,AURORA DR:FAIRWAY DR
37.70312096,-122.1854702,55,AURORA DR:MARINA BLVD
37.70558596,-122.1870992,55,AURORA DR:SITKA ST
37.70484996,-122.1866162,55,AURORA DR:STATE ST
37.71239296,-122.1360422,40 40L 640,BANCROFT AV:#14341 (OPP. JEFFERSON CENTER SCHOOL)
37.71610596,-122.1412362,40 40L 640,BANCROFT AV:136TH AV
37.71647396,-122.1415552,40 40L,BANCROFT AV:136TH AV
37.71404396,-122.1382132,40 40L,BANCROFT AV:141ST AV
37.71401196,-122.1383462,40 40L 640,BANCROFT AV:141ST AV
37.71078496,-122.1337282,40 40L 640,BANCROFT AV:146TH AV
37.71088296,-122.1336712,40 40L,BANCROFT AV:146TH AV
37.70961296,-122.1320512,40 40L 640,BANCROFT AV:148TH AV
37.72832996,-122.1484722,40 40L 640,BANCROFT AV:CALLAN AV
37.72834096,-122.1482882,40 40L,BANCROFT AV:CALLAN AV
37.70835996,-122.1305622,40 40L 640,BANCROFT AV:DENNIS AV (NAZARENE CHURCH)
37.72438896,-122.1465842,40 40L,BANCROFT AV:DOLORES AV
37.72463996,-122.1468752,40 40L 640,BANCROFT AV:DOLORES AV
37.73345896,-122.1507802,40 40L,BANCROFT AV:DUTTON AV
37.73429196,-122.1516302,40 40L 640,BANCROFT AV:DUTTON AV
37.72272896,-122.1460442,40 40L 640,BANCROFT AV:ELSIE AV
37.73090196,-122.1495842,40 40L 640,BANCROFT AV:HAAS AV
37.73063596,-122.1492862,40 40L,BANCROFT AV:HAAS AV
37.71228096,-122.1356712,40 40L,BANCROFT AV:JEFFERSON CENTER SCHOOL
37.72657696,-122.1475362,40 40L,BANCROFT AV:JOAQUIN AV
37.71922296,-122.1443382,40 40L,BANCROFT AV:MC KINLEY CT
37.71976296,-122.1447592,40 40L 640,BANCROFT AV:MC KINLEY CT
37.70714296,-122.1300042,40 40L,BANCROFT AV:PETERS ST
37.71723696,-122.1426152,40 40L,BANCROFT AV:SAN LEANDRO HGH SCHOOL
37.71750296,-122.1431652,40 40L 640,BANCROFT AV:SAN LEANDRO HIGH SCHOOL
37.72145196,-122.1454952,40 40L 640,BANCROFT AV:SYBIL AV
37.72197296,-122.1455062,40 40L,BANCROFT AV:SYBIL AV
